,0
2137,Lipids_NEG_819.1284_349.3329_311.0694
2138,Lipids_POS_766.5707_359.2509_302.1110
2139,Lipids_NEG_455.0129_531.9016_188.3059
2140,Lipids_NEG_803.1595_334.7063_272.6878
2141,Lipids_NEG_797.5912_340.3657_319.6231
2142,Lipids_NEG_682.6323_403.7807_295.2388
2143,Lipids_NEG_479.3036_480.3627_245.6463
2144,Lipids_NEG_455.2831_245.3431_224.1958
2145,Lipids_NEG_923.0922_341.5713_297.2720
2146,Lipids_POS_903.2680_462.4346_346.9236
2147,Lipids_NEG_375.3260_294.9962_211.4512
2148,Lipids_NEG_953.1211_331.4555_302.1163
2149,Lipids_NEG_734.5038_295.5769_293.4785
2150,Lipids_POS_830.6002_285.5521_323.4280
2151,Lipids_POS_861.6898_371.2335_332.3574
2152,Lipids_POS_624.3866_196.7608_260.6945
2153,Lipids_POS_880.7567_410.2750_337.3705
2154,Lipids_POS_695.5723_435.4103_305.7421
2155,Lipids_POS_704.4849_251.1989_279.1457
2156,Lipids_POS_971.8733_478.4771_364.4557
2157,Lipids_POS_619.4682_415.1005_293.4195
2158,Lipids_NEG_1429.1150_443.0886_377.6209
2159,Lipids_NEG_355.2636_232.8469_203.3187
2160,Lipids_POS_914.5340_190.9699_315.0812
2161,Lipids_POS_962.9089_386.0066_366.2506
2162,Lipids_NEG_923.5154_267.5518_304.8837
2163,Lipids_NEG_789.1439_357.0365_273.8609
2164,Lipids_NEG_333.2068_52.4274_187.3203
2165,Lipids_POS_676.4539_222.4435_271.5719
2166,Lipids_POS_771.7221_425.4549_312.1323
2167,Lipids_POS_748.6204_376.6560_308.7187
2168,Lipids_NEG_437.3631_284.6656_223.1714
2169,Lipids_POS_839.7202_433.2197_339.1905
2170,Lipids_POS_573.4872_437.9484_264.6276
2171,Lipids_NEG_784.5473_289.0284_295.8784
2172,Lipids_POS_1030.8343_476.8424_371.3776
2173,Lipids_NEG_766.5389_352.1783_288.4372
2174,Lipids_POS_500.9916_35.6700_193.4978
2175,Lipids_POS_905.1842_480.4617_348.8174
2176,Lipids_NEG_995.1668_406.0206_310.1260
2177,Lipids_NEG_269.2120_142.5702_175.9228
2178,Lipids_POS_736.5863_399.0903_310.9597
2179,Lipids_POS_959.8355_424.1877_357.1380
2180,Lipids_POS_728.5216_300.3958_287.9554
2181,Lipids_POS_816.5875_344.0728_312.8009
2182,Lipids_POS_856.5817_319.8689_315.0705
2183,Lipids_POS_969.7817_381.4711_354.8304
2184,Lipids_NEG_667.1406_374.1742_259.6135
2185,Lipids_POS_785.9082_373.4063_316.2499
2186,Lipids_POS_842.5895_306.2720_315.2383
2187,Lipids_POS_856.7364_424.0269_328.8345
2188,Lipids_POS_746.5688_340.3617_296.5783
2189,Lipids_POS_938.7620_385.6236_345.2492
2190,Lipids_POS_832.5661_252.7880_308.5643
2191,Lipids_POS_690.6857_396.3510_302.4269
2192,Lipids_POS_563.2749_143.3611_236.4204
2193,Lipids_POS_370.3542_345.6805_208.9482
2194,Lipids_NEG_441.3942_265.3164_239.5379
2195,Lipids_POS_1175.2774_444.4318_330.8572
2196,Lipids_POS_702.8031_312.0423_583.9783
2197,Lipids_POS_478.2926_162.2265_216.1458
2198,Lipids_POS_506.3602_210.4166_240.5794
2199,Lipids_POS_697.6225_406.3726_319.6370
2200,Lipids_POS_666.4908_295.5697_279.7228
2201,Lipids_POS_1061.8069_309.3652_384.2473
2202,Lipids_NEG_526.2932_179.2376_230.6107
2203,Lipids_POS_975.8313_419.0249_358.5756
2204,Lipids_NEG_747.8142_330.4984_298.8561
2205,Lipids_POS_820.6208_351.1427_320.1098
2206,Lipids_POS_663.8396_373.8689_285.8208
2207,Lipids_NEG_953.1202_420.3771_305.0531
2208,Lipids_POS_459.2474_173.7794_217.7387
2209,Lipids_POS_1320.1552_445.2918_457.2758
2210,Lipids_NEG_961.8552_501.6385_354.9423
2211,Lipids_POS_684.2019_397.2784_243.1004
2212,Lipids_NEG_867.6342_364.3550_326.1345
2213,Lipids_POS_789.5354_383.1789_311.7997
2214,Lipids_POS_286.2738_153.1623_191.2952
2215,Lipids_NEG_584.3822_203.4664_260.1787
2216,Lipids_NEG_513.3941_316.9509_267.1076
2217,Lipids_POS_482.3238_213.8452_229.6986
2218,Lipids_NEG_845.0431_351.5909_316.6023
2219,Lipids_NEG_769.6226_373.8340_298.3993
2220,Lipids_POS_678.6496_385.2828_300.3058
2221,Lipids_POS_445.6268_71.2412_205.3589
2222,Lipids_POS_993.7682_387.9614_350.2967
2223,Lipids_POS_286.2011_41.6903_177.5907
2224,Lipids_POS_891.2748_381.0228_283.4506
2225,Lipids_NEG_713.5590_333.4696_285.2434
2226,Lipids_NEG_706.6352_398.1137_297.9061
2227,Lipids_POS_249.1570_35.8162_156.5955
2228,Lipids_POS_797.6479_363.2872_316.6625
2229,Lipids_POS_623.5024_442.9827_271.7564
2230,Lipids_NEG_949.8537_502.4614_352.1534
2231,Lipids_NEG_768.5545_337.3356_289.9746
2232,Lipids_POS_618.4844_289.0288_268.9499
2233,Lipids_NEG_867.6581_355.1798_328.3693
2234,Lipids_POS_629.5488_358.7655_279.6120
2235,Lipids_NEG_904.6076_341.4671_325.3144
2236,Lipids_NEG_840.5272_322.9967_312.7446
2237,Lipids_NEG_1016.6920_376.9747_351.8479
2238,Lipids_POS_1169.0030_493.6587_417.8443
2239,Lipids_POS_1263.1687_448.0014_447.7105
2240,Lipids_NEG_199.0066_38.5904_139.7488
2241,Lipids_POS_1078.8323_309.4204_390.2987
2242,Lipids_NEG_934.6131_357.5083_339.5024
2243,Lipids_NEG_803.1056_389.3829_279.4304
2244,Lipids_NEG_770.5702_351.6218_291.2274
2245,Lipids_POS_899.7419_393.2939_342.5560
2246,Lipids_NEG_595.4726_414.8944_282.6143
2247,Lipids_POS_838.6300_380.6433_320.4153
2248,Lipids_POS_880.5534_273.2402_310.9338
2249,Lipids_POS_838.5575_249.0845_308.1335
2250,Lipids_POS_916.4594_303.7045_317.3224
2251,Lipids_NEG_736.6819_427.4490_307.8527
2252,Lipids_POS_1233.8262_325.7879_397.4506
2253,Lipids_NEG_706.8768_398.1094_297.4999
2254,Lipids_POS_850.6673_376.0998_324.3003
2255,Lipids_NEG_947.7548_409.5409_345.5861
2256,Lipids_NEG_881.5181_298.5206_310.8954
2257,Lipids_POS_707.6428_446.3400_316.1451
2258,Lipids_NEG_641.1062_376.9222_248.0263
2259,Lipids_NEG_1103.8478_418.3894_373.3520
2260,Lipids_POS_901.2512_449.6967_345.4495
2261,Lipids_NEG_838.5959_357.4732_317.1492
2262,Lipids_NEG_680.6196_399.2196_292.7648
2263,Lipids_POS_705.5896_337.8492_300.9371
2264,Lipids_POS_897.2198_426.3200_338.5920
2265,Lipids_NEG_538.3512_189.0391_252.6322
2266,Lipids_POS_270.2790_162.8773_191.0067
2267,Lipids_POS_784.5817_364.0152_309.0438
2268,Lipids_POS_750.5424_346.1492_288.1099
2269,Lipids_POS_718.5370_353.7052_287.2697
2270,Lipids_POS_996.7689_396.0366_350.6421
2271,Lipids_POS_1207.2907_485.3063_338.3170
2272,Lipids_NEG_713.1439_348.3536_259.5146
2273,Lipids_POS_149.0236_269.4550_121.4239
2274,Lipids_POS_1550.2065_364.9340_483.3883
2275,Lipids_POS_264.2683_406.0324_191.5326
2276,Lipids_NEG_772.6379_378.7328_304.3715
2277,Lipids_NEG_669.1198_310.3634_253.3904
2278,Lipids_NEG_940.6241_369.0367_339.5495
2279,Lipids_NEG_367.1583_42.5989_199.8372
2280,Lipids_NEG_1510.3227_503.1265_439.1458
2281,Lipids_NEG_1119.7129_308.0453_370.8307
2282,Lipids_NEG_331.2640_240.7059_196.3559
2283,Lipids_POS_922.2885_430.5555_296.1152
2284,Lipids_NEG_743.6508_342.6533_266.9422
2285,Lipids_POS_894.6930_396.7601_332.2639
2286,Lipids_POS_705.0792_330.0929_297.5147
2287,Lipids_NEG_653.1430_359.9602_252.8186
2288,Lipids_POS_1074.2844_443.8340_317.9508
2289,Lipids_NEG_256.2359_433.3082_176.7965
2290,Lipids_NEG_652.3823_186.7034_271.2763
2291,Lipids_NEG_773.0205_398.9414_286.5009
2292,Lipids_NEG_1216.7291_309.2983_386.6858
2293,Lipids_NEG_1010.7559_387.7106_354.3524
2294,Lipids_NEG_763.5879_381.0060_313.1137
2295,Lipids_POS_814.5574_273.2662_307.9516
2296,Lipids_POS_719.5720_425.8284_308.2062
2297,Lipids_POS_628.5500_378.8815_280.8299
2298,Lipids_POS_856.5807_340.7221_245.2508
2299,Lipids_NEG_297.2429_152.1848_182.9709
2300,Lipids_POS_647.5754_406.5843_292.3192
2301,Lipids_NEG_889.6988_379.5224_334.4532
2302,Lipids_NEG_213.0551_31.1470_150.8722
2303,Lipids_NEG_223.0280_262.0876_152.9086
2304,Lipids_POS_832.6145_312.9814_321.8849
2305,Lipids_NEG_893.1553_362.0862_297.3425
2306,Lipids_NEG_265.1476_105.5660_172.4942
2307,Lipids_POS_868.6525_357.6892_326.9177
2308,Lipids_NEG_920.5621_316.3655_332.2400
2309,Lipids_NEG_860.6083_327.8073_324.8005
2310,Lipids_NEG_1021.6783_388.0069_354.5987
2311,Lipids_POS_649.5152_423.4082_276.2598
2312,Lipids_NEG_391.2848_127.0861_213.6958
2313,Lipids_NEG_908.5622_320.4128_328.7992
2314,Lipids_POS_948.7432_434.9001_352.2394
2315,Lipids_POS_1693.1230_322.4170_499.4273
2316,Lipids_POS_575.5021_337.7890_267.7986
2317,Lipids_NEG_759.8160_312.3441_304.3175
2318,Lipids_POS_1524.1317_339.6525_468.4583
2319,Lipids_POS_802.5341_306.1486_299.2663
2320,Lipids_POS_1621.2580_355.2615_498.1720
2321,Lipids_POS_684.6133_403.8134_294.9813
2322,Lipids_POS_597.4869_426.4128_264.4940
2323,Lipids_POS_590.4530_264.0344_260.5283
2324,Lipids_NEG_435.3473_269.9293_224.3083
2325,Lipids_POS_955.8045_433.6478_354.5816
2326,Lipids_POS_1170.3404_430.9526_336.6793
2327,Lipids_POS_879.7398_451.8012_336.5637
2328,Lipids_NEG_711.6691_418.0336_302.1521
2329,Lipids_NEG_797.9108_388.1831_303.9257
2330,Lipids_POS_589.4599_309.5998_394.9412
2331,Lipids_NEG_818.8517_349.3028_311.1416
2332,Lipids_POS_678.4334_215.5589_274.2815
2333,Lipids_POS_706.6125_401.3376_309.3993
2334,Lipids_NEG_1115.8487_414.7104_371.5113
2335,Lipids_NEG_749.5416_303.8272_299.6435
2336,Lipids_POS_776.2301_379.8176_267.1241
2337,Lipids_NEG_902.5895_326.3129_324.0145
2338,Lipids_POS_718.5006_259.9107_282.1917
2339,Lipids_NEG_499.0899_268.4575_217.6470
2340,Lipids_NEG_976.6238_345.8692_343.6882
2341,Lipids_POS_429.3719_363.9024_224.2718
2342,Lipids_NEG_985.6029_278.1486_351.1388
2343,Lipids_NEG_397.3683_273.5347_223.2174
2344,Lipids_POS_814.4727_388.3651_321.9336
2345,Lipids_NEG_856.5704_296.5444_315.3769
2346,Lipids_NEG_909.5496_315.0960_319.4388
2347,Lipids_POS_744.8381_359.2491_301.4676
2348,Lipids_POS_864.6458_358.4889_323.2897
2349,Lipids_NEG_825.6836_406.8862_314.2524
2350,Lipids_POS_830.6043_369.6354_309.3115
2351,Lipids_NEG_393.3728_328.3709_214.1426
2352,Lipids_NEG_284.2674_459.4560_184.7852
2353,Lipids_NEG_1519.1427_332.4313_466.2364
2354,Lipids_NEG_778.5739_344.0155_294.6943
2355,Lipids_POS_706.6812_397.9894_307.2921
2356,Lipids_NEG_555.4417_345.6234_272.2449
2357,Lipids_NEG_722.5127_344.6034_282.2724
2358,Lipids_NEG_555.4616_298.8911_261.2026
2359,Lipids_NEG_1116.2606_420.9869_355.4385
2360,Lipids_NEG_599.0596_242.7004_239.9654
2361,Lipids_POS_927.7719_422.3191_347.1757
2362,Lipids_POS_991.8270_429.9112_361.1734
2363,Lipids_NEG_675.1240_359.3809_270.8881
2364,Lipids_NEG_964.7353_401.0068_343.3659
2365,Lipids_NEG_940.8314_455.4041_354.3210
2366,Lipids_POS_866.6617_370.9332_326.9002
2367,Lipids_POS_606.3513_200.3053_247.7218
2368,Lipids_POS_941.6969_424.0258_342.8797
2369,Lipids_NEG_942.8486_471.4023_355.1697
2370,Lipids_NEG_307.2640_249.1248_189.2839
2371,Lipids_POS_740.6169_417.2891_313.2434
2372,Lipids_POS_1761.5818_462.9807_593.1329
2373,Lipids_POS_804.6184_340.3308_318.9252
2374,Lipids_NEG_994.8798_490.4686_365.4704
2375,Lipids_NEG_284.2674_469.1049_184.2809
2376,Lipids_POS_858.5968_345.7474_317.2016
2377,Lipids_POS_950.7302_380.3487_343.7145
2378,Lipids_NEG_387.3261_285.0168_210.4635
2379,Lipids_NEG_918.8469_481.9454_354.2591
2380,Lipids_POS_885.6716_424.5969_319.0270
2381,Lipids_POS_892.6375_319.9420_328.9052
2382,Lipids_NEG_1601.2193_354.0122_486.7042
2383,Lipids_NEG_1087.8521_422.3048_410.5819
2384,Lipids_POS_800.5784_287.9828_306.3871
2385,Lipids_POS_604.3899_43.7696_235.1221
2386,Lipids_POS_864.8904_322.5641_324.3359
2387,Lipids_NEG_851.5475_302.8368_311.3199
2388,Lipids_POS_878.5736_310.2303_314.4808
2389,Lipids_NEG_373.0442_177.0601_184.2770
2390,Lipids_NEG_966.7874_418.2486_350.8326
2391,Lipids_POS_1323.2619_483.8770_456.4325
2392,Lipids_NEG_863.6258_327.6127_322.3418
2393,Lipids_POS_981.7641_398.9486_351.6732
2394,Lipids_NEG_683.0617_407.7688_267.0363
2395,Lipids_POS_743.5577_362.6236_312.4654
2396,Lipids_POS_953.7552_434.7604_351.5070
2397,Lipids_POS_863.6901_424.6823_313.9536
2398,Lipids_POS_1244.3605_492.4100_354.9595
2399,Lipids_POS_662.4379_227.9036_270.8194
2400,Lipids_POS_558.4875_361.1097_278.7483
2401,Lipids_POS_839.7078_443.2664_327.3129
2402,Lipids_NEG_271.2864_236.5747_176.9600
2403,Lipids_NEG_625.5787_371.9751_282.3856
2404,Lipids_POS_623.4405_277.2987_261.0032
2405,Lipids_POS_842.5882_293.2394_316.4189
2406,Lipids_NEG_1018.8784_469.5168_368.9907
2407,Lipids_NEG_249.1490_146.8311_173.4685
2408,Lipids_NEG_498.9296_99.7919_166.3289
2409,Lipids_POS_1950.4623_348.4773_791.1674
2410,Lipids_NEG_918.6204_341.4169_330.8214
2411,Lipids_POS_834.7163_419.1821_322.1002
2412,Lipids_NEG_796.5148_297.2206_301.4338
2413,Lipids_POS_464.4453_288.6739_250.7050
2414,Lipids_POS_563.9425_532.1258_199.4841
2415,Lipids_NEG_443.2467_296.8596_218.6986
2416,Lipids_POS_960.7510_382.8376_348.6046
2417,Lipids_NEG_1009.6795_401.3428_350.9479
2418,Lipids_POS_680.5812_381.6945_285.5374
2419,Lipids_POS_647.4579_392.5301_284.7803
2420,Lipids_NEG_1752.3517_388.0774_529.0344
2421,Lipids_POS_1007.2867_476.4364_304.8863
2422,Lipids_POS_874.6664_374.1216_327.2214
2423,Lipids_POS_786.7658_351.4756_306.7949
2424,Lipids_POS_854.5381_280.7024_308.5517
2425,Lipids_NEG_1001.8161_500.6445_362.1552
2426,Lipids_NEG_593.4777_265.5432_265.6369
2427,Lipids_POS_738.6599_415.7129_306.0551
2428,Lipids_NEG_631.4817_289.2460_265.6275
2429,Lipids_POS_790.6311_380.8640_311.9299
2430,Lipids_NEG_1590.1688_350.2184_481.4180
2431,Lipids_POS_684.5601_274.8094_280.8305
2432,Lipids_NEG_821.1151_321.4995_280.7459
2433,Lipids_NEG_935.7903_429.7925_349.8719
2434,Lipids_NEG_889.4244_474.5329_362.0648
2435,Lipids_POS_798.4150_276.7998_289.1738
2436,Lipids_POS_368.4246_282.4012_226.3722
2437,Lipids_POS_896.7889_458.6263_347.5239
2438,Lipids_POS_965.2938_422.5802_297.9684
2439,Lipids_POS_1560.2313_364.6542_489.5020
2440,Lipids_NEG_798.5285_304.7980_302.0174
2441,Lipids_NEG_900.5943_366.3494_333.4381
2442,Lipids_NEG_664.4183_314.0529_269.6301
2443,Lipids_POS_740.5550_357.5017_299.5199
2444,Lipids_POS_826.5945_315.5348_311.3456
2445,Lipids_NEG_1105.8633_427.4423_372.9745
2446,Lipids_POS_570.3549_165.3493_241.2510
2447,Lipids_POS_836.8049_489.2374_335.4580
2448,Lipids_POS_876.6830_376.8105_329.0112
2449,Lipids_POS_1612.3421_387.6831_506.2162
2450,Lipids_POS_1048.8387_404.2485_375.3670
2451,Lipids_NEG_655.0665_286.6253_255.8561
2452,Lipids_POS_996.7980_418.0643_358.9210
2453,Lipids_POS_735.6018_363.3982_310.0773
2454,Lipids_POS_834.7536_443.4633_328.3409
2455,Lipids_POS_256.9644_541.6263_161.8625
2456,Lipids_NEG_655.4205_278.6351_270.5046
2457,Lipids_POS_577.5181_371.2625_272.7018
2458,Lipids_NEG_391.3573_318.3396_213.3293
2459,Lipids_NEG_722.4967_309.0621_290.8524
2460,Lipids_POS_762.1786_325.4871_266.5342
2461,Lipids_NEG_478.2936_187.8373_222.2248
2462,Lipids_POS_1542.1441_335.3934_474.3338
2463,Lipids_NEG_329.2483_228.7924_196.1391
2464,Lipids_POS_720.5531_368.4425_293.1588
2465,Lipids_NEG_705.4905_295.9529_285.3693
2466,Lipids_NEG_526.3142_155.4561_244.7040
2467,Lipids_NEG_1175.1777_417.2360_341.3637
2468,Lipids_POS_778.5349_325.5709_300.9975
2469,Lipids_POS_807.1015_317.2564_304.3885
2470,Lipids_POS_1260.3901_528.4736_369.7036
2471,Lipids_POS_816.5731_287.0666_308.8072
2472,Lipids_POS_934.8065_418.7577_348.3369
2473,Lipids_POS_772.5250_345.8077_296.4875
2474,Lipids_NEG_743.5284_328.0506_307.8592
2475,Lipids_NEG_771.5758_359.9192_315.1823
2476,Lipids_POS_866.8157_489.1447_342.1229
2477,Lipids_NEG_201.0251_537.8082_141.3546
2478,Lipids_NEG_805.3534_266.2230_298.3301
2479,Lipids_POS_546.3554_172.5875_238.7518
2480,Lipids_NEG_938.7179_397.9356_339.4426
2481,Lipids_POS_907.6361_295.7301_330.2842
2482,Lipids_POS_800.5792_304.6149_308.1112
2483,Lipids_NEG_816.5575_325.7982_300.6056
2484,Lipids_NEG_677.4988_303.4367_281.2268
2485,Lipids_NEG_817.1567_362.5616_279.8090
2486,Lipids_POS_932.7191_367.6219_340.9760
2487,Lipids_POS_844.6768_398.5467_324.5524
2488,Lipids_POS_961.7801_411.4712_351.5494
2489,Lipids_POS_914.7778_404.7405_342.0939
2490,Lipids_POS_708.6968_413.7967_312.4937
2491,Lipids_NEG_445.3314_229.8723_242.5731
2492,Lipids_POS_535.0593_359.4009_208.5251
2493,Lipids_POS_858.5993_326.2621_314.8097
2494,Lipids_POS_740.5219_324.5897_283.9427
2495,Lipids_POS_1435.1177_331.4415_453.6552
2496,Lipids_POS_701.9572_312.3633_295.0933
2497,Lipids_POS_537.8791_531.7373_191.0525
2498,Lipids_POS_722.6069_382.3259_304.0780
2499,Lipids_NEG_669.4570_257.0592_272.5546
2500,Lipids_POS_1009.7636_387.0981_353.7164
2501,Lipids_NEG_1037.2342_453.2190_309.3773
2502,Lipids_NEG_728.4490_301.5510_287.1604
2503,Lipids_NEG_941.7355_443.7793_344.5308
2504,Lipids_POS_790.5587_283.9121_303.9140
2505,Lipids_NEG_507.3510_254.6850_256.5377
2506,Lipids_NEG_906.5829_339.9244_334.1788
2507,Lipids_POS_698.4376_197.0421_270.6280
2508,Lipids_NEG_792.8309_346.2892_306.8005
2509,Lipids_NEG_167.0199_320.1072_133.5837
2510,Lipids_POS_815.9590_408.9753_325.6573
2511,Lipids_NEG_740.5232_340.0878_281.8593
2512,Lipids_POS_619.9173_531.9204_204.1518
2513,Lipids_POS_810.8599_340.2998_307.8592
2514,Lipids_NEG_1188.2505_518.5376_339.8734
2515,Lipids_NEG_905.7434_414.9873_339.1282
2516,Lipids_NEG_231.0328_42.5301_150.0994
2517,Lipids_POS_572.3702_186.3282_244.4277
2518,Lipids_NEG_969.6665_387.8725_345.9129
2519,Lipids_POS_1611.8326_390.9416_707.0150
2520,Lipids_NEG_969.6091_297.4995_349.2706
2521,Lipids_NEG_1688.1846_340.1169_501.0241
2522,Lipids_NEG_415.3212_189.8186_221.9556
2523,Lipids_NEG_281.2482_432.9074_183.4120
2524,Lipids_POS_861.6674_346.4153_331.7658
2525,Lipids_POS_780.7064_432.1630_317.3790
2526,Lipids_POS_842.6618_385.1590_321.4195
2527,Lipids_POS_822.6067_344.6686_313.5460
2528,Lipids_POS_990.7867_404.4316_362.2965
2529,Lipids_POS_674.4382_198.0191_268.5265
2530,Lipids_NEG_204.9809_36.9972_130.5195
2531,Lipids_POS_742.5371_339.9907_286.0821
2532,Lipids_NEG_798.5432_338.8948_297.0734
2533,Lipids_POS_752.5218_298.4136_291.0333
2534,Lipids_POS_814.5787_366.6385_313.7240
2535,Lipids_NEG_815.1767_510.9645_284.9567
2536,Lipids_NEG_946.8776_503.0861_360.4366
2537,Lipids_POS_243.2100_446.7573_161.7632
2538,Lipids_NEG_620.5971_399.1123_290.0533
2539,Lipids_NEG_303.2319_330.3764_190.5661
2540,Lipids_POS_608.3913_216.5836_259.0850
2541,Lipids_POS_924.7138_370.9694_340.4636
2542,Lipids_NEG_582.5967_210.5300_260.5405
2543,Lipids_NEG_762.5073_304.9524_287.6425
2544,Lipids_NEG_932.5621_322.7011_335.3216
2545,Lipids_POS_704.9767_330.2756_296.8897
2546,Lipids_NEG_971.7065_379.9098_352.5768
2547,Lipids_POS_906.2577_459.3428_281.0379
2548,Lipids_NEG_664.4185_303.2505_270.5272
2549,Lipids_POS_965.2998_429.0720_303.6302
2550,Lipids_NEG_900.6655_385.4520_332.3414
2551,Lipids_NEG_845.8782_351.5909_317.0338
2552,Lipids_POS_693.5567_424.1877_303.8367
2553,Lipids_POS_1289.1849_447.6652_454.6530
2554,Lipids_NEG_461.3622_329.2633_230.0795
2555,Lipids_NEG_310.9712_41.8196_168.9439
2556,Lipids_POS_931.7450_397.3751_341.5559
2557,Lipids_NEG_868.6409_368.8813_322.2109
2558,Lipids_POS_203.0524_34.8435_143.9571
2559,Lipids_POS_927.0940_456.0976_351.0508
2560,Lipids_POS_544.3371_184.7209_244.7944
2561,Lipids_NEG_1667.1090_320.6283_493.8227
2562,Lipids_NEG_1025.1617_419.6578_314.4243
2563,Lipids_NEG_1131.8794_421.1242_383.4917
2564,Lipids_NEG_872.5645_288.5644_319.6103
2565,Lipids_NEG_369.1737_47.8932_199.7788
2566,Lipids_NEG_943.7595_415.3897_344.3369
2567,Lipids_POS_838.5574_285.7357_309.6287
2568,Lipids_POS_686.1803_347.2884_244.5179
2569,Lipids_NEG_725.5720_402.1240_305.4296
2570,Lipids_NEG_359.0832_267.7425_187.0758
2571,Lipids_POS_1766.5369_461.3906_591.9430
2572,Lipids_POS_718.4644_232.9764_281.9615
2573,Lipids_NEG_568.3976_224.2734_259.0331
2574,Lipids_POS_878.7425_399.3509_334.8720
2575,Lipids_NEG_804.6131_360.6417_311.3464
2576,Lipids_NEG_581.3353_528.0875_262.1594
2577,Lipids_POS_885.7507_395.6829_340.9279
2578,Lipids_POS_566.3212_158.9081_245.1924
2579,Lipids_POS_1634.2412_356.2556_501.7812
2580,Lipids_POS_515.0074_532.0168_198.2033
2581,Lipids_POS_809.6483_390.8532_246.7651
2582,Lipids_POS_783.0944_330.1266_303.4371
2583,Lipids_POS_607.3904_373.9341_272.5911
2584,Lipids_NEG_738.5061_291.2612_289.2457
2585,Lipids_POS_1009.7944_410.7369_360.1187
2586,Lipids_POS_792.6700_386.0566_315.8178
2587,Lipids_POS_785.9182_337.7909_303.9034
2588,Lipids_POS_797.5893_351.7409_470.7342
2589,Lipids_POS_759.0863_333.3213_299.0105
2590,Lipids_POS_1350.2404_522.3403_351.2616
2591,Lipids_POS_873.2654_437.3871_284.3920
2592,Lipids_NEG_731.0648_353.5018_271.6088
2593,Lipids_POS_520.5470_152.4282_236.5624
2594,Lipids_NEG_626.5485_371.7499_275.2752
2595,Lipids_POS_1583.6822_351.5143_688.8587
2596,Lipids_NEG_1610.1727_342.0115_487.5158
2597,Lipids_NEG_804.8337_349.2361_306.3462
2598,Lipids_POS_1005.8219_525.9348_369.1469
2599,Lipids_NEG_738.5065_324.3968_282.3556
2600,Lipids_POS_1576.1601_340.0577_477.8256
2601,Lipids_POS_1510.0827_315.8484_461.7002
2602,Lipids_POS_597.0106_531.9495_214.9989
2603,Lipids_POS_934.7356_388.2823_344.5864
2604,Lipids_POS_416.2514_37.3609_193.6185
2605,Lipids_POS_756.6107_339.6954_318.8631
2606,Lipids_POS_1459.1697_408.9375_474.9628
2607,Lipids_NEG_624.4597_283.8449_273.2133
2608,Lipids_POS_1644.1915_340.3165_498.6762
2609,Lipids_NEG_505.3353_233.0827_254.9478
2610,Lipids_NEG_713.1445_301.4496_262.6143
2611,Lipids_NEG_910.6158_362.8885_333.8202
2612,Lipids_POS_1267.2570_483.4545_346.1621
2613,Lipids_POS_1648.2198_354.6323_503.2539
2614,Lipids_NEG_743.1385_442.8021_269.0894
2615,Lipids_NEG_713.1074_377.3807_258.9875
2616,Lipids_NEG_381.3731_335.9366_212.5848
2617,Lipids_NEG_905.7071_399.2702_334.9117
2618,Lipids_NEG_746.5700_364.2824_288.2914
2619,Lipids_POS_818.5684_317.5005_308.1696
2620,Lipids_NEG_726.5440_366.0451_283.9049
2621,Lipids_POS_971.7974_381.0142_355.8726
2622,Lipids_POS_906.7748_409.5317_341.1556
2623,Lipids_NEG_959.7908_424.3252_351.3088
2624,Lipids_POS_890.7793_413.6730_340.5032
2625,Lipids_POS_1039.8100_403.1913_363.4211
2626,Lipids_NEG_874.5798_287.2164_319.2142
2627,Lipids_POS_714.5415_357.4497_286.3148
2628,Lipids_POS_1516.7162_332.8221_468.2177
2629,Lipids_NEG_817.8398_333.3705_309.6123
2630,Lipids_POS_723.5402_312.4560_294.0934
2631,Lipids_NEG_595.1018_304.9119_241.7806
2632,Lipids_NEG_479.3037_303.3977_246.8083
2633,Lipids_POS_804.6010_304.2006_309.2347
2634,Lipids_POS_744.5532_355.7144_290.7268
2635,Lipids_POS_573.4655_343.6759_270.1018
2636,Lipids_POS_1578.1451_328.6132_479.5677
2637,Lipids_POS_832.6626_386.4281_318.2037
2638,Lipids_POS_549.4865_437.6989_265.0593
2639,Lipids_NEG_389.0763_267.5986_298.7241
2640,Lipids_POS_702.5059_296.4665_285.2619
2641,Lipids_POS_819.6904_387.8124_322.1511
2642,Lipids_POS_856.4747_237.3565_303.0744
2643,Lipids_NEG_1055.2573_404.9384_342.5737
2644,Lipids_POS_335.2788_145.7313_196.7332
2645,Lipids_NEG_508.2809_262.0245_236.3128
2646,Lipids_NEG_595.5410_363.2613_274.7766
2647,Lipids_POS_1013.6517_173.7078_514.6485
2648,Lipids_POS_687.5424_301.8498_291.4130
2649,Lipids_POS_782.8960_318.2862_299.0534
2650,Lipids_POS_899.2352_437.4210_342.0871
2651,Lipids_NEG_244.9750_532.3478_144.5436
2652,Lipids_POS_473.3176_289.3246_238.3971
2653,Lipids_POS_1105.1679_419.3944_318.3462
2654,Lipids_POS_636.3436_245.1076_254.0137
2655,Lipids_POS_824.6257_327.6529_319.7708
2656,Lipids_POS_799.2471_417.6627_271.2042
2657,Lipids_POS_660.5548_358.1182_277.0836
2658,Lipids_POS_1111.3525_469.7074_336.4654
2659,Lipids_NEG_351.3261_303.6292_202.5053
2660,Lipids_POS_184.0733_321.2150_136.9005
2661,Lipids_POS_872.7685_535.0174_335.9640
2662,Lipids_POS_996.7865_409.9523_356.8113
